,id,budget,popularity,vote_average,revenue,title
3334,7326,7500000,19.782725,7.0,231411584,Juno
356,10528,90000000,57.834787,7.0,524028679,Sherlock Holmes
81,102651,180000000,110.62064699999999,7.0,758539785,Maleficent
3429,1591,0,3.4815169999999998,7.0,0,Nowhere in Africa
3427,10514,6500000,12.524953,7.0,12376563,The Andromeda Strain
1338,8470,36000000,27.465433,7.0,102244770,John Q
3425,9430,6500000,11.142389,7.0,28451622,Go
2448,10673,15000000,24.898687,7.0,43848069,Wall Street
4064,6007,0,2.5263560000000003,7.0,0,Elling
2668,114,14000000,45.473484,7.0,463000000,Pretty Woman
749,22954,60000000,23.85119,7.0,122233971,Invictus
2992,17917,10000000,8.305997999999999,7.0,37402877,Oliver!
3155,62215,7400000,36.173598,7.0,21817298,Melancholia
4073,11561,2000000,10.664202000000001,7.0,18344729,Sleeper
3148,11576,9400000,14.562991,7.0,60000000,"It's a Mad, Mad, Mad, Mad World"
1462,45958,0,13.930763,7.0,25147786,Biutiful
4733,51130,0,0.186401,7.0,0,Open Secret
1691,12506,0,3.735723,6.9,0,Cry Freedom
4018,50538,0,0.20503400000000002,6.9,0,Evil Words
2336,9829,15000000,17.501379999999997,6.9,76286096,United 93
1588,6023,30000000,29.489273999999998,6.9,156835339,P.S. I Love You
1246,18937,40000000,16.059442999999998,6.9,38172500,Quest for Camelot
2340,43959,18000000,19.234672,6.9,47088990,Soul Surfer
4639,431,250000,44.656151,6.9,501818,Cube
1053,926,45000000,30.816340999999998,6.9,90683916,Galaxy Quest
3405,13001,7000000,8.591387,6.9,8900000,Stargate: The Ark of Truth
2253,7299,20000000,44.566609,6.9,5359645,Equilibrium
3014,11336,10000000,16.785120000000003,6.9,20766616,The Dead Zone
181,9502,130000000,84.68964799999999,6.9,631744560,Kung Fu Panda
4136,12612,0,4.922397,6.9,0,Freeze Frame
3012,227,10000000,13.455373000000002,6.9,33697647,The Outsiders
2361,68924,18000000,14.916264000000002,6.9,8038061,The Ice Storm
171,8619,150000000,36.973031,6.9,212011111,Master and Commander: The Far Side of the World
4664,18533,230000,18.450613,6.9,2260712,Bronson
2330,10625,17000000,36.423716999999996,6.9,129042871,Mean Girls
3575,2295,5000000,18.077963,6.9,26888376,Clerks II
4756,20981,50000,1.777148,6.9,0,The Call of Cthulhu
4796,14337,7000,23.307949,6.9,424760,Primer
4666,139948,225000,0.126676,6.9,111300,Burn
2884,844,12000000,12.664786999999999,6.9,19271312,2046
2813,67660,12000000,6.035152,6.9,96070507,Think Like a Man
1527,2054,0,6.775294000000001,6.9,106269971,Mr. Holland's Opus
1787,5902,22000000,20.256570999999997,6.9,50750000,A Bridge Too Far
3485,15797,6000000,5.411243,6.9,3283371,Only the Strong
1747,15927,8000000,9.548391,6.9,27187653,A Passage to India
1231,64685,40000000,31.066874,6.9,55247881,Extremely Loud & Incredibly Close
4046,17820,2300000,1.606314,6.9,11000000,Show Boat
2565,9434,0,13.817269,6.9,28084357,Grosse Pointe Blank
1600,13156,0,15.011624,6.9,0,Secondhand Lions
1538,1574,45000000,32.217425,6.9,306776732,Chicago
2886,15907,12000000,4.795244,6.9,0,Duma
2557,14047,15000000,10.84158,6.9,30226144,The Great Debaters
1148,1885,8000000,28.456571999999998,6.9,90815558,The Karate Kid
3476,28053,6000000,6.497285,6.9,6670712,City Island
1108,10895,2600000,46.007991,6.9,84300000,Pinocchio
1748,1259,15000000,12.576381,6.9,49469904,Notes on a Scandal
1810,615,30000000,38.171417,6.9,611899420,The Passion of the Christ
2789,17187,0,6.796079,6.9,0,The Emperor's Club
2542,15765,0,7.921311,6.9,0,What's Love Got to Do with It
617,26428,70000000,18.888806,6.9,39041505,Agora
145,652,175000000,66.803149,6.9,497409852,Troy
2181,755,19000000,64.181668,6.9,25836616,From Dusk Till Dawn
2314,2280,18000000,20.716023,6.9,151668774,Big
4649,12247,0,5.251143,6.9,0,Shotgun Stories
4071,657,2000000,41.298722999999995,6.9,78898765,From Russia with Love
2993,74534,10000000,21.258991,6.9,136836156,The Best Exotic Marigold Hotel
1776,37028,0,0.548435,6.9,0,The Magic Flute
29,37724,200000000,93.004993,6.9,1108561013,Skyfall
116,6479,150000000,70.867401,6.9,585349010,I Am Legend
3460,1103,6000000,24.351305,6.9,50244700,Escape from New York
477,11973,80000000,18.261210000000002,6.9,34566746,Thirteen Days
2133,1164,25000000,25.785925,6.9,135330182,Babel
3068,9952,10000000,17.078656,6.9,7177143,Rescue Dawn
3734,11386,3705538,8.839651,6.9,62548947,The Crying Game
860,42297,55000000,22.863516,6.9,89519773,Burlesque
1901,15487,25000000,7.538513000000001,6.9,15431177,The Greatest Game Ever Played
2513,9576,21000000,20.818567,6.9,177200000,Tootsie
3278,45791,0,1.939054,6.9,92,When Did You Last See Your Father?
3936,868,3000000,2.504169,6.9,9879971,Tsotsi
2665,1951,14200000,7.05145,6.9,674918,Manderlay
4218,10707,1500000,13.788054,6.9,11098131,The Squid and the Whale
375,2277,100000000,24.939295,6.9,93700000,Bicentennial Man
3782,103328,0,9.140936,6.9,641100,Holy Motors
1717,112949,28000000,37.729059,6.9,97594140,Safe Haven
2450,2977,16500000,18.236284,6.9,37311672,Becoming Jane
1895,8051,25000000,15.960916000000001,6.9,17000000,Punch-Drunk Love
3131,217708,10,1.6179430000000001,6.9,11,Of Horses and Men
3276,43923,8000000,13.143045,6.9,6491240,It's Kind of a Funny Story
741,7485,61000000,37.378081,6.9,95696996,Shooter
3946,24469,3000000,12.68672,6.9,2357852,Fish Tank
891,1850,82000000,24.444186,6.9,47434430,Man on the Moon
355,1572,90000000,51.881077000000005,6.9,366101666,Die Hard: With a Vengeance
1885,152737,25000000,20.561682,6.9,74188937,August: Osage County
528,612,70000000,29.035221999999997,6.9,130358911,Munich
342,607,90000000,104.121555,6.9,589390539,Men in Black
3273,1958,8000000,8.204829,6.9,0,8 Women
2682,8291,14000000,3.650857,6.9,27515786,Poetic Justice
689,14306,60000000,30.951203000000003,6.9,244082376,Marley & Me
915,9441,0,16.368282999999998,6.9,0,Stepmom
3745,987,4000000,4.117968,6.9,0,The Front Page
2701,1440,26000000,11.942862,6.9,14821658,Little Children
1877,11165,25485000,9.795985,6.9,29548291,Tora! Tora! Tora!
3983,10476,8000000,6.39503,6.9,23563727,Hustle & Flow
513,9802,75000000,51.469576,6.9,335062621,The Rock
3152,31174,0,5.107235,6.9,0,Richard III
1452,285783,35000000,37.335721,6.9,61181942,The Walk
3861,1667,8000000,17.537154,6.9,127392239,March of the Penguins
3892,259943,0,6.017273,6.9,0,Coming Home
3894,11257,3000000,7.961558999999999,6.9,20966644,A Room with a View
2911,927,11000000,45.072136,6.9,153083102,Gremlins
3292,36597,0,4.409263,6.9,0,Wuthering Heights
3880,436,0,3.027892,6.9,0,Maria Full of Grace
3879,22051,0,8.308442,6.9,2277396,Adam
2480,23169,20000000,36.764666,6.9,0,Remember Me
1427,11004,35000000,9.011728999999999,6.9,0,Wonder Boys
3165,9400,9000000,6.717994,6.9,41590886,Set It Off
4297,11219,1200000,6.920872999999999,6.9,7000000,The Trouble with Harry
1316,25793,10000000,18.664624,6.9,47536959,Precious
4250,29595,0,1.404175,6.9,0,Wal-Mart: The High Cost of Low Price
813,1924,55000000,48.507081,6.9,300218018,Superman
4323,55616,1596010,0.552361,6.9,0,Dracula: Pages from a Virgin's Diary
400,157350,85000000,80.316463,6.9,288747895,Divergent
2902,26466,12000000,25.496926000000002,6.9,0,Triangle
426,70160,75000000,68.550698,6.9,691210692,The Hunger Games
3188,1808,0,10.932711,6.9,1053788,Velvet Goldmine
2494,18840,0,4.4885470000000005,6.9,0,The White Countess
2068,2196,9000000,20.410354,6.9,46,Death at a Funeral
4339,646,950000,48.901542,6.9,59600000,Dr. No
2071,82693,21000000,63.599973,6.9,205738714,Silver Linings Playbook
4341,9003,1000000,22.583834,6.9,14564027,Hellraiser
4345,46705,3500000,26.881611,6.9,16566240,Blue Valentine
3830,23330,3716946,2.676535,6.9,5000000,The Ballad of Cable Hogue
4346,546,1000000,9.773398,6.9,13350369,Transamerica
407,297,90000000,36.069611,6.9,142940100,Meet Joe Black
2866,14299,12000000,13.427427,6.9,0,Cadillac Records
1403,23479,35000000,6.889633,6.9,35323292,The Bad News Bears
2879,10212,12000000,9.164386,6.9,0,Ravenous
2387,8408,3500000,18.025206,6.9,34000000,Day of the Dead
4573,464,0,4.321249,6.9,0,As It Is in Heaven
1,285,300000000,139.082615,6.9,961000000,Pirates of the Caribbean: At World's End
2719,10712,13500000,9.982885000000001,6.9,29027914,Far from Heaven
2839,10220,12000000,18.422007999999998,6.9,22921898,Rounders
545,9741,75000000,42.006908,6.9,248118121,Unbreakable
3732,47452,0,0.933891,6.9,0,Love and Death on Long Island
4528,12281,500000,8.519202,6.9,603943,Mean Creek
4259,408,1488423,80.171283,6.9,184925486,Snow White and the Seven Dwarfs
4184,36334,0,0.225627,6.9,0,Deadline - U.S.A.
4536,84318,0,0.388401,6.9,0,The Other Dream Team
4546,45380,0,1.68502,6.9,0,Crazy Stone
3638,27585,5000000,10.095184,6.9,5129058,Rabbit Hole
1512,59,32000000,34.628738,6.9,60740827,A History of Violence
1005,1900,48000000,25.170217,6.9,207515725,Traffic
3698,10339,4500000,5.224593,6.9,10400000,Moby Dick
4576,188166,0,25.349757999999998,6.9,258384,Blue Ruin
558,35,75000000,46.875375,6.9,527068851,The Simpsons Movie
1959,168,24000000,22.258428,6.9,133000000,Star Trek IV: The Voyage Home
561,1997,74500000,8.884317999999999,6.9,62172050,Two Brothers
1019,5176,55000000,48.801089000000005,6.9,70016220,3:10 to Yuma
4169,295886,1900000,1.367751,6.9,0,Brotherly Love
4598,14278,300000,1.085909,6.9,1750211,Murderball
3602,13776,0,5.87193,6.9,0,Diner
3599,26748,5000000,5.9601489999999995,6.9,13269963,Lone Star
2371,13809,18000000,31.887978000000004,6.9,25739015,RockNRolla
3071,41110,0,5.355763,6.9,0,I Am Love
4605,38810,0,28.858238,6.9,110197,Dogtooth
2718,9603,12000000,16.051328,6.9,0,Clueless
2549,10564,15000000,6.8579229999999995,6.9,33771174,Where the Heart Is
3700,9303,4500000,15.359952,6.9,7011317,Bound
4467,838,777000,19.326114999999998,6.9,140000000,American Graffiti
1632,43539,30000000,34.421696000000004,6.9,51148651,The Next Three Days
4454,11446,0,5.870319,6.9,0,Welcome to the Dollhouse
2407,9675,16000000,23.425431,6.9,109502303,Sideways
3270,8293,0,5.897391000000001,6.9,25966555,Howards End
3720,362105,4400000,3.898737,6.9,0,R.L. Stine's Monsterville: The Cabinet of Souls
2104,35690,0,23.139971,6.9,0,The Last Song
2017,251,22000000,41.967005,6.9,505000000,Ghost
2424,10223,0,10.178917,6.9,0,A Simple Plan
3047,87093,10000000,28.570173999999998,6.8,28883511,Big Eyes
3183,14624,0,4.976268,6.8,0,The Ultimate Gift
1707,924,28000000,44.529429,6.8,102356381,Dawn of the Dead
3222,29963,8500000,9.230072999999999,6.8,4440055,Bright Star
2888,327,12000000,5.327714,6.8,15250000,Brother
3077,27342,0,1.610132,6.8,0,Malone
3423,11033,6500000,11.208769,6.8,31899000,Dressed to Kill
1694,9667,29000000,24.240361,6.8,21126225,The Jacket
1211,11831,36000000,3.6982760000000003,6.8,74000000,Amistad
3421,16620,6500000,6.847099000000001,6.8,54215416,La Bamba
3370,9555,0,2.128211,6.8,0,Rabbit-Proof Fence
3166,16162,9000000,3.9510410000000005,6.8,34573780,The Best Man
1640,9701,35000000,12.779200999999999,6.8,25224242,North Country
3349,8068,7000000,25.511217000000002,6.8,25405445,Desperado
3347,3291,7000000,17.717681,6.8,54600000,"Good Night, and Good Luck."
1381,39486,35000000,9.525037,6.8,60251371,Secretariat
1683,254470,29000000,71.496894,6.8,287506194,Pitch Perfect 2
3178,8272,0,5.663889,6.8,0,The Savages
1620,51162,30000000,19.143721,6.8,14460000,Winnie the Pooh
3190,67675,9000000,9.933926,6.8,18663238,Glee: The Concert Movie
3217,16727,12000000,3.604863,6.8,20138836,The Namesake
2893,4170,12000000,11.237374,6.8,0,Trade
3087,29339,0,5.099923,6.8,0,Nicholas Nickleby
1208,209451,40000000,14.199932999999998,6.8,67347013,Jersey Boys
1468,1381,35000000,24.606012,6.8,15304890,The Fountain
3093,15394,0,8.045488,6.8,0,Owning Mahowny
3052,3472,0,9.177896,6.8,0,Dirty Pretty Things
3211,25196,7000000,17.697042,6.8,39462438,Crazy Heart
3353,9392,0,23.413188,6.8,0,The Descent
2878,45226,0,1.379643,6.8,0,The Pursuit of D.B. Cooper
1542,1637,30000000,49.526736,6.8,350448145,Speed
3210,1547,8500000,24.750909,6.8,32222567,The Lost Boys
3218,272693,8500000,40.28709,6.8,43528634,The DUFF
2948,11109,11000000,4.131918,6.8,0,Vera Drake
3408,325373,0,3.139294,6.8,0,Two Lovers and a Bear
3316,11022,6500000,8.526635,6.8,12633747,Narc
3197,8883,6500000,7.028946,6.8,0,Flame & Citron
1383,13920,32000000,9.254647,6.8,52277485,Radio
1738,9746,28000000,7.039189,6.8,5684789,Kundun
3313,24684,7500000,16.990308,6.8,26096852,An Education
1306,257932,40000000,5.057695,6.8,0,Dragon Nest: Warriors' Dawn
1340,138832,37000000,100.348805,6.8,269994119,We're the Millers
3434,18923,6500000,5.483531,6.8,1548955,A Home at the End of the World
3212,16323,9250000,7.000949,6.8,29174648,The Rose
2969,25379,0,1.985552,6.8,0,The Blue Butterfly
3348,398,7000000,17.434862,6.8,49084830,Capote
1587,533,30000000,30.380746999999996,6.8,192452832,The Curse of the Were-Rabbit
3443,2293,6000000,16.139771,6.8,2122561,Mallrats
4217,9344,1500000,13.291991000000001,6.8,7412216,Kids
4092,39013,2000000,20.834882999999998,6.8,13831503,Winter's Bone
4107,250124,2000000,18.224326,6.8,1477002,The Diary of a Teenage Girl
4110,12228,2000000,3.9800720000000003,6.8,653621,Inside Deep Throat
4135,22600,0,1.7173759999999998,6.8,0,Gangster's Paradise: Jerusalema
3446,1777,6000000,16.20985,6.8,119114517,Fahrenheit 9/11
4175,84175,1800000,12.471239,6.8,21107746,Beasts of the Southern Wild
4182,37232,0,0.749699,6.8,0,Travellers and Magicians
2016,256917,22500000,22.096286,6.8,15520023,The Water Diviner
4206,7973,0,4.554574,6.8,0,Caramel
2510,90,15000000,29.843818,6.8,316360478,Beverly Hills Cop
2672,864,14000000,22.409117000000002,6.8,154864401,Cool Runnings
511,36657,75000000,4.6689099999999994,6.8,296339527,X-Men
2032,10445,22000000,5.609755000000001,6.8,0,Shadowlands
4224,49018,1500000,58.594852,6.8,97009150,Insidious
2497,8265,11000000,18.923181,6.8,53191886,Welcome to the Sticks
4231,4012,1500000,9.856826,6.8,416925,The Believer
2490,8009,16000000,29.253833,6.8,5900000,Highlander
2484,1090,16000000,19.890428,6.8,18564088,The Thirteenth Floor
4246,29406,2000000,1.20173,6.8,0,Trucker
4251,46729,1,0.077876,6.8,0,Fetching Cody
4091,33667,2000000,5.381536,6.8,7800000,Gentleman's Agreement
1984,26672,28000000,2.439184,6.8,669276,The Thief and the Cobbler
4082,72213,1000000,5.961119,6.8,34522221,Courageous
4024,157386,2500000,25.722747000000002,6.8,6854611,The Spectacular Now
3824,9427,3500000,17.002623,6.8,257850122,The Full Monty
3838,3033,10000000,5.588652,6.8,6451628,Gods and Monsters
3867,11129,600000,4.859873,6.8,4000000,Human Traffic
3868,75861,3400000,6.723057000000001,6.8,0,To Write Love on Her Arms
3876,8841,0,13.437038000000001,6.8,28814580,The Class
3004,1832,10000000,14.543435,6.8,30652890,Dogma
3881,55347,3200000,11.933449000000001,6.8,5332926,Beginners
787,13922,80000000,8.923214999999999,6.8,10166502,The Great Raid
2630,42188,15000000,30.983396999999997,6.8,9455232,Never Let Me Go
1931,20766,32000000,41.075532,6.8,27635305,The Road
3923,7509,0,2.787375,6.8,10422387,Water
2621,19265,15000000,21.857387,6.8,35097815,Whatever Works
3977,55831,0,0.18887,6.8,0,Boynton Beach Club
712,9563,55000000,23.127561,6.8,100230832,Any Given Sunday
2582,97367,15000000,35.395129,6.8,35485608,The Place Beyond the Pines
4010,9591,0,14.885388,6.8,34585416,That Thing You Do!
698,9837,70000000,29.464852,6.8,218613188,The Prince of Egypt
4020,19316,0,2.4872549999999998,6.8,0,Saving Face
4022,84329,2500000,23.419061,6.8,3325038,Robot & Frank
4260,44413,1400000,0.6848810000000001,6.8,0,The Holy Girl
470,12159,85000000,21.891078,6.8,71485043,What Dreams May Come
4288,43266,1250000,7.700189999999999,6.8,6000000,How Green Was My Valley
4600,79161,0,0.049921,6.8,0,51 Birch Street
4624,250184,0,1.905197,6.8,0,Locker 13
2354,321697,30000000,53.670525,6.8,34441873,Steve Jobs
2350,10560,18000000,6.961736,6.8,17200925,Center Stage
159,557,139000000,82.502566,6.8,821708551,Spider-Man
153,56292,145000000,77.77476999999999,6.8,694713380,Mission: Impossible - Ghost Protocol
4671,10218,200000,13.971673999999998,6.8,4505922,Swingers
2175,526,20000000,14.370110999999998,6.8,18432000,Ladyhawke
126,76338,170000000,99.499595,6.8,644571402,Thor: The Dark World
4689,37985,0,0.15066,6.8,0,The Trials Of Darryl Hunt
4700,55420,100000,25.402697,6.8,1776935,Another Earth
2332,5279,19800000,11.693272,6.8,87754044,Gosford Park
4712,331745,0,0.523122,6.8,0,Top Spin
2305,340611,0,5.625989,6.8,0,Indignation
4761,222250,0,0.9703510000000001,6.8,0,A True Story
31,68721,200000000,77.68208,6.8,1215439994,Iron Man 3
2235,3509,8700000,26.093042999999998,6.8,7659918,A Scanner Darkly
4776,14585,0,2.634007,6.8,0,In the Company of Men
2251,334531,20000000,3.1029869999999997,6.8,0,My All American
4782,17345,0,1.048524,6.8,0,Flywheel
184,228161,135000000,63.473086,6.8,368871007,Home
203,36658,110000000,2.871739,6.8,407711549,X2
4295,480,0,8.109958,6.8,0,Monsoon Wedding
2374,33870,25000000,1.876811,6.8,20719451,Mao's Last Dancer
4296,14295,0,7.142448,6.8,0,You Can Count on Me
442,754,80000000,46.075037,6.8,245676146,Face/Off
4306,89750,900000,0.097913,6.8,25000,"Pink Ribbons, Inc."
4312,43884,1200000,2.968235,6.8,2736000,The Charge of the Light Brigade
4321,39895,1100000,1.220072,6.8,1400000,From a Whisper to a Scream
4357,83860,0,1.86221,6.8,5355847,October Baby
390,76492,85000000,56.257411,6.8,358375603,Hotel Transylvania
372,1535,92000000,27.166757,6.8,143049560,Spy Game
4377,24424,0,0.51799,6.8,0,Ajami
363,644,100000000,34.035114,6.8,235926552,A.I. Artificial Intelligence
2440,10629,17000000,9.583578,6.8,1569918,Veronica Guerin
4436,2652,950000,25.918007,6.8,7022209,Hard Candy
4441,3170,858000,47.651878,6.8,267447150,Bambi
288,10545,100000000,46.727940999999994,6.8,100138851,The Hunchback of Notre Dame
4470,84332,750000,25.186002,6.8,4007792,Safety Not Guaranteed
282,36955,115000000,38.729418,6.8,378882411,True Lies
2121,272878,20000000,14.136476000000002,6.8,43967255,Max
246,2024,110000000,23.657284,6.8,215294342,The Patriot
234,49519,135000000,64.18332099999999,6.8,585178928,The Croods
880,285923,67000000,16.637642,6.8,25037897,Grindhouse
2529,1165,15000000,19.113278,6.8,123384128,The Queen
3643,13685,7000000,11.700578,6.8,560069,Bottle Rocket
1117,37950,44000000,21.75433,6.8,48190704,Charlie St. Cloud
3504,9282,6000000,15.048067000000001,6.8,0,11:14
3758,11536,4000000,2.9300580000000003,6.8,8200000,The Misfits
1149,168672,40000000,49.664128000000005,6.8,251171807,American Hustle
950,9631,50000000,28.725621000000004,6.8,44547681,The Negotiator
1840,77877,25000000,26.811541,6.8,99357138,The Lucky One
3540,73532,3850000,10.787322,6.8,0,Le Havre
1141,65,41000000,32.798571,6.8,215000000,8 Mile
1832,392,25000000,28.727731,6.8,152500343,Chocolat
1033,320,46000000,41.322708,6.8,113714830,Insomnia
1140,27936,33000000,7.663514999999999,6.8,14000000,Micmacs
3527,9443,5500000,10.439971,6.8,58972904,Chariots of Fire
930,225574,50000000,83.295796,6.8,222809600,Non-Stop
3477,67913,6000000,19.411141,6.8,19560274,The Guard
1780,1934,25000000,31.792964,6.8,289317794,Shakespeare in Love
1784,9454,26000000,21.988861,6.8,65705772,Ever After: A Cinderella Story
2245,21755,20000000,10.218307000000001,6.8,5530764,The Brothers Bloom
3703,65749,0,0.425551,6.8,0,Tango
1768,5126,0,5.737161,6.8,0,Martian Child
3627,10217,5000000,7.6731240000000005,6.8,3263585,The Sweet Hereafter
2721,10876,13500000,7.261196000000001,6.8,7060876,Quills
1809,1985,25000000,20.679651999999997,6.8,82466670,The Constant Gardener
3568,173,5000000,9.358197,6.8,28200000,"20,000 Leagues Under the Sea"
3518,8982,6000000,11.81832,6.8,27165581,The Protector
1062,9487,120000000,87.350802,6.8,363258859,A Bug's Life
3556,333371,15000000,53.698682999999996,6.8,108286421,10 Cloverfield Lane
1796,7445,26000000,22.07638,6.8,43318349,Brothers
3514,16564,4000000,5.013575,6.8,530048,Winter in Wartime
3579,24266,3500000,3.6564910000000004,6.8,20659423,The Man from Snowy River
1169,109410,40000000,31.884559000000003,6.8,95020213,42
2769,2266,13000000,10.573191,6.8,4857367,"Paris, je t'aime"
2788,13435,12500000,13.349012,6.7,23367586,Antwone Fisher
4378,13198,0,8.542921,6.7,0,Wristcutters: A Love Story
2102,65057,20000000,40.903931,6.7,177243185,The Descendants
1081,4148,35000000,20.360549,6.7,75225693,Revolutionary Road
2411,146304,17000000,7.210095,6.7,71625195,The Best Man Holiday
300,563,105000000,58.782359,6.7,121214377,Starship Troopers
2103,8326,20000000,22.001407999999998,6.7,0,Holes
1647,11208,30000000,9.301561999999999,6.7,13001257,Wicker Park
360,2253,75000000,38.832842,6.7,200276000,Valkyrie
4443,15708,850000,5.4249160000000005,6.7,819939,Latter Days
1092,11439,45000000,21.118195999999998,6.7,60222298,The Ghost Writer
358,10865,120000000,51.548589,6.7,186053725,Atlantis: The Lost Empire
1483,85446,33000000,29.775440999999997,6.7,140470746,Step Up Revolution
326,150689,95000000,101.18705200000001,6.7,543514353,Cinderella
2084,1946,15000000,21.928025,6.7,2856712,eXistenZ
2099,1584,35000000,43.057323,6.7,131282949,School of Rock
3138,43090,10000000,3.753703,6.7,0,Gunless
3769,10132,4000000,4.541908,6.7,3468572,Talk Radio
4375,46989,1000000,0.6726949999999999,6.7,464000,Blue Car
4350,1781,1000000,14.139004000000002,6.7,46243000,An Inconvenient Truth
1665,11162,0,12.467267,6.7,0,The Merchant of Venice
4287,19997,1250000,9.903992,6.7,8500000,Niagara
3767,11013,4000000,19.107285,6.7,9304609,Secretary
4290,1412,1200000,10.869492,6.7,0,"Sex, Lies, and Videotape"
3390,44835,7000000,13.635828,6.7,382946,Hesher
2473,5038,15000000,32.758254,6.7,96408652,Vicky Cristina Barcelona
448,2289,79000000,24.598479,6.7,173013509,Cold Mountain
2059,21494,0,4.61335,6.7,0,Moliere
3396,110402,7000000,3.120016,6.7,1310673,Hard to Be a God
1235,1833,40000000,10.433667,6.7,31670620,Rent
4316,59917,1200000,1.079125,6.7,0,Cotton Comes to Harlem
425,954,80000000,75.290998,6.7,457696359,Mission: Impossible
417,16281,8000000,13.661289000000002,6.7,21028755,Creepshow
406,51052,0,19.83683,6.7,0,Arthur Christmas
370,291805,90000000,51.535701,6.7,334901337,Now You See Me 2
396,9798,90000000,41.207568,6.7,250649836,Enemy of the State
1657,1947,30000000,6.353971,6.7,18618284,An Unfinished Life
395,1581,85000000,44.967453000000006,6.7,194168700,The Holiday
2772,48217,0,1.7800650000000002,6.7,0,The Widow of Saint-Pierre
4359,244772,0,15.699363,6.7,5284309,The Skeleton Twins
4360,50837,0,17.806082,6.7,3538446,Martha Marcy May Marlene
2077,19255,17000000,10.135589999999999,6.7,14899417,Away We Go
1460,11876,35000000,2.877488,6.7,15000000,The Horseman on the Roof
4361,248774,0,10.12895,6.7,3123963,Obvious Child
382,4464,87000000,14.824166,6.7,148336445,Seabiscuit
4368,9707,1000000,9.954848,6.7,0,Bubba Ho-tep
4369,37532,1,0.29245,6.7,0,Slam
2924,1817,13000000,38.018085,6.7,97837138,Phone Booth
4362,10183,0,4.805651,6.7,0,Frozen River
264,8489,107000000,18.866672,6.7,87713825,Ali
3411,13919,0,3.528643,6.7,0,The Chumscrubber
4747,139998,0,0.620554,6.7,0,Supporting Characters
1209,11975,40000000,12.229516,6.7,45916769,The Rainmaker
125,604,150000000,70.78591,6.7,738599701,The Matrix Reloaded
2991,1648,10000000,25.929893,6.7,40485039,Bill & Ted's Excellent Adventure
1549,2907,30000000,37.179547,6.7,191502426,The Addams Family
117,118,150000000,53.905592000000006,6.7,474968763,Charlie and the Chocolate Factory
1150,18240,40000000,36.238968,6.7,317375031,The Proposal
1555,11836,30000000,27.870755,6.7,140161792,The SpongeBob SquarePants Movie
78,278927,175000000,94.19931600000001,6.7,966550600,The Jungle Book
63,411,180000000,67.391328,6.7,748806957,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
3042,328425,5000000,27.247013,6.7,58978653,The Gift
2820,9762,12000000,45.477802000000004,6.7,114194847,Step Up
2208,41402,20000000,19.705311,6.7,24145613,Let Me In
55,62177,185000000,125.114374,6.7,538983207,Brave
1565,22947,25000000,33.704181,6.7,163670000,Up in the Air
1497,9647,0,21.620317,6.7,60328000,Scrooged
1566,2755,30000000,19.925026000000003,6.7,105834556,About Schmidt
51,68726,180000000,56.523205000000004,6.7,407602906,Pacific Rim
45,72190,200000000,81.834855,6.7,531865000,World War Z
1159,11287,40000000,21.661027999999998,6.7,107458785,A League of Their Own
2280,12150,19000000,11.47316,6.7,110879513,Sea of Love
3459,13785,0,10.982255,6.7,0,Best in Show
1573,8292,45000000,24.694551,6.7,92374674,Four Brothers
30,558,200000000,35.149586,6.7,783766341,Spider-Man 2
2232,46435,0,8.628519,6.7,0,Topsy-Turvy
1172,9036,40000000,24.287306,6.7,120455994,Eight Below
1764,13155,25000000,5.650125,6.7,11137801,Return to Oz
1763,12783,0,18.591657,6.7,0,The Duchess
4789,39851,0,1.464566,6.7,0,Clean
2172,226857,20000000,27.256849,6.7,34077920,Endless Love
137,49444,150000000,51.247321,6.7,665692281,Kung Fu Panda 2
2341,10364,18000000,4.504377,6.7,24911670,Catch-22
4669,35073,210000,2.043661,6.7,5000000,"The Beast from 20,000 Fathoms"
4482,18734,700000,7.731064,6.7,1667192,L.I.E.
2120,21208,20000000,29.295801,6.7,41596251,Orphan
269,10198,105000000,62.479574,6.7,267045765,The Princess and the Frog
266,2048,120000000,95.914473,6.7,347234916,"I, Robot"
3172,6521,9000000,7.029126,6.7,0,The Contender
2389,9389,18000000,9.244181,6.7,1831348,Renaissance
1507,7305,32000000,14.48851,6.7,36733909,Alive
1221,10537,38000000,10.794175,6.7,34416893,The Doors
1509,157841,33000000,10.651202,6.7,9494789,The Young and Prodigious T.S. Spivet
2384,43434,18000000,1.138383,6.7,871279,Carlos
2382,193613,18000000,7.871686,6.7,7972967,Metallica: Through the Never
4575,8193,400000,23.603514,6.7,46118097,Napoleon Dynamite
2377,127560,18000000,13.916583,6.7,22309223,The Railway Man
1119,64688,42000000,62.714026000000004,6.7,201585328,21 Jump Street
1755,63574,0,5.753705,6.7,0,Joyful Noise
196,38055,130000000,68.757242,6.7,321887208,Megamind
190,17578,130000000,89.938296,6.7,371940071,The Adventures of Tintin
2369,130150,18000000,17.683563,6.7,20275812,Labor Day
2367,36811,0,3.6592919999999998,6.7,0,The Last Station
2155,107985,20000000,55.964605000000006,6.7,46089287,The World's End
1125,8095,31115000,13.244365,6.7,71000000,Cleopatra
4631,2255,250000,20.601482999999998,6.7,12021272,Chasing Amy
2985,11873,13800000,17.3393,6.7,52293982,The Color of Money
